day,hour,time,obj_ht,energy_market,as_bess,as_hydro,startup_shutdown_cost,rough_zone_penalty,reg_adj_bess,reg_adj_hydro,energy_market_cum,as_bess_cum,as_hydro_cum,startup_shutdown_cost_cum,rough_zone_penalty_cum,reg_adj_bess_cum,reg_adj_hydro_cum,obj_cumulative
2,4,1,384.7079129197167,381.5073832197167,3.2005297,0.0,0.0,0.0,0.0,0.0,12905.562990116394,373.83160013974737,0.0,0.0,0.0,0.0,0.0,13279.394590256145
2,5,1,398.64769485462085,395.35799485462087,3.2897000000000003,0.0,0.0,0.0,0.0,0.0,13300.920984971015,377.12130013974735,0.0,0.0,0.0,0.0,0.0,13678.042285110765
2,6,1,328.65017868914987,323.6084286891499,5.0417499999999995,0.0,0.0,0.0,0.0,0.0,13624.529413660164,382.1630501397473,0.0,0.0,0.0,0.0,0.0,14006.692463799915
2,7,1,385.5049863632999,380.77865226329993,4.7263341,0.0,0.0,0.0,0.0,0.0,14005.308065923464,386.8893842397473,0.0,0.0,0.0,0.0,0.0,14392.197450163214
2,8,1,411.08801568165,402.50966398165,8.578351699999999,0.0,0.0,0.0,0.0,0.0,14407.817729905113,395.4677359397473,0.0,0.0,0.0,0.0,0.0,14803.285465844863
2,9,1,708.6432498292667,708.6432498292667,0.0,0.0,0.0,0.0,0.0,0.0,15116.46097973438,395.4677359397473,0.0,0.0,0.0,0.0,0.0,15511.92871567413
2,10,1,543.7315945309646,538.6023932151458,5.129201315818809,0.0,0.0,0.0,0.0,0.0,15655.063372949526,400.5969372555661,0.0,0.0,0.0,0.0,0.0,16055.660310205094
2,11,1,425.9035221037791,421.3645334037791,4.5389887,0.0,0.0,0.0,0.0,0.0,16076.427906353305,405.1359259555661,0.0,0.0,0.0,0.0,0.0,16481.56383230887
2,12,1,346.15256881611236,343.97506881611235,2.1775,0.0,0.0,0.0,0.0,0.0,16420.402975169418,407.3134259555661,0.0,0.0,0.0,0.0,0.0,16827.716401124984
2,13,1,374.05639878142955,370.84288923560024,3.213509545829329,0.0,0.0,0.0,0.0,0.0,16791.245864405017,410.5269355013954,0.0,0.0,0.0,0.0,0.0,17201.772799906415
2,14,1,347.52257005475,346.05527005475,1.4673,0.0,0.0,0.0,0.0,0.0,17137.301134459765,411.99423550139545,0.0,0.0,0.0,0.0,0.0,17549.295369961164
2,15,1,431.38879963280425,425.09365718280424,6.295142450000002,0.0,0.0,0.0,0.0,0.0,17562.394791642568,418.28937795139547,0.0,0.0,0.0,0.0,0.0,17980.68416959397
2,16,1,525.2214342939542,521.8458570439542,3.37557725,0.0,0.0,0.0,0.0,0.0,18084.240648686522,421.66495520139546,0.0,0.0,0.0,0.0,0.0,18505.905603887924
2,17,1,539.8280055324167,531.8844888824167,7.943516649999999,0.0,0.0,0.0,0.0,0.0,18616.12513756894,429.60847185139545,0.0,0.0,0.0,0.0,0.0,19045.733609420342
2,18,1,701.4412775383418,680.3354266383418,21.105850899999997,0.0,0.0,0.0,0.0,0.0,19296.460564207282,450.71432275139546,0.0,0.0,0.0,0.0,0.0,19747.174886958685
2,19,1,467.2734532562097,461.9020967562097,5.371356500000003,0.0,0.0,0.0,0.0,0.0,19758.362660963492,456.08567925139545,0.0,0.0,0.0,0.0,0.0,20214.448340214894
2,20,1,564.6251009015792,556.6718491515792,7.95325175,0.0,0.0,0.0,0.0,0.0,20315.03451011507,464.03893100139544,0.0,0.0,0.0,0.0,0.0,20779.073441116474
2,21,1,496.6532662968083,484.9404803968083,11.712785899999998,0.0,0.0,0.0,0.0,0.0,20799.97499051188,475.7517169013954,0.0,0.0,0.0,0.0,0.0,21275.726707413283
2,22,1,471.3861777988416,470.89372779884155,0.49245000000000017,0.0,0.0,0.0,0.0,0.0,21270.86871831072,476.24416690139543,0.0,0.0,0.0,0.0,0.0,21747.112885212126
2,23,1,454.6308454332625,450.9787926832625,3.6520527499999997,0.0,0.0,0.0,0.0,0.0,21721.847510993983,479.8962196513954,0.0,0.0,0.0,0.0,0.0,22201.743730645387
2,24,1,512.1990962052502,506.7833589052501,5.415737299999999,0.0,0.0,0.0,0.0,0.0,22228.630869899232,485.3119569513954,0.0,0.0,0.0,0.0,0.0,22713.942826850638
3,1,1,633.6241220987126,633.4716970987126,0.15242499999999973,0.0,0.0,0.0,0.0,0.0,22862.102566997946,485.4643819513954,0.0,0.0,0.0,0.0,0.0,23347.566948949352
3,2,1,571.3267905338586,571.1927905338586,0.134,0.0,0.0,0.0,0.0,0.0,23433.295357531806,485.5983819513954,0.0,0.0,0.0,0.0,0.0,23918.89373948321
3,3,1,546.7839448487083,546.6499448487083,0.134,0.0,0.0,0.0,0.0,0.0,23979.945302380514,485.73238195139544,0.0,0.0,0.0,0.0,0.0,24465.677684331917
3,4,1,560.3256665707042,560.1916665707042,0.134,0.0,0.0,0.0,0.0,0.0,24540.136968951218,485.86638195139545,0.0,0.0,0.0,0.0,0.0,25026.00335090262
3,5,1,569.4900697930501,566.1400697930501,3.35,0.0,0.0,0.0,0.0,0.0,25106.27703874427,489.2163819513955,0.0,0.0,0.0,0.0,0.0,25595.49342069567
3,6,1,514.1732598910584,508.0975089410584,6.07575095,0.0,0.0,0.0,0.0,0.0,25614.374547685326,495.29213290139546,0.0,0.0,0.0,0.0,0.0,26109.666680586728
3,7,1,415.05860356174855,414.92795356174855,0.13065,0.0,0.0,0.0,0.0,0.0,26029.302501247075,495.42278290139546,0.0,0.0,0.0,0.0,0.0,26524.725284148477
3,8,1,516.3786864381208,513.1068921881208,3.2717942500000006,0.0,0.0,0.0,0.0,0.0,26542.409393435195,498.6945771513955,0.0,0.0,0.0,0.0,0.0,27041.1039705866
3,9,1,707.2373844146501,706.6740460026501,0.5633384119999993,0.0,0.0,0.0,0.0,0.0,27249.083439437843,499.2579155633955,0.0,0.0,0.0,0.0,0.0,27748.34135500125
3,10,1,602.9694589189668,602.8354589189668,0.134,0.0,0.0,0.0,0.0,0.0,27851.91889835681,499.3919155633955,0.0,0.0,0.0,0.0,0.0,28351.310813920216
3,11,1,464.52300633526255,464.42250633526254,0.1005,0.0,0.0,0.0,0.0,0.0,28316.341404692073,499.4924155633955,0.0,0.0,0.0,0.0,0.0,28815.833820255477
3,12,1,587.2254641912209,587.1249641912209,0.1005,0.0,0.0,0.0,0.0,0.0,28903.466368883295,499.59291556339554,0.0,0.0,0.0,0.0,0.0,29403.0592844467
3,13,1,1665.1163016061885,1665.0910876204923,0.025213985696236566,0.0,0.0,0.0,0.0,0.0,30568.557456503786,499.61812954909175,0.0,0.0,0.0,0.0,0.0,31068.175586052887
3,14,1,10745.243094349862,10745.243094349862,0.0,0.0,0.0,0.0,0.0,0.0,41313.800550853644,499.61812954909175,0.0,0.0,0.0,0.0,0.0,41813.41868040275
3,15,1,927.2776180635167,925.3078180635167,1.9698,0.0,0.0,0.0,0.0,0.0,42239.108368917165,501.58792954909177,0.0,0.0,0.0,0.0,0.0,42740.69629846627
3,16,1,1233.5636532373376,1225.6198216873377,7.9438315500000005,0.0,0.0,0.0,0.0,0.0,43464.7281906045,509.5317610990918,0.0,0.0,0.0,0.0,0.0,43974.25995170361
3,17,1,993.2798097913709,937.5130565913709,55.766753200000004,0.0,0.0,0.0,0.0,0.0,44402.241247195874,565.2985142990918,0.0,0.0,0.0,0.0,0.0,44967.539761494976
3,18,1,298.41365878333335,152.42190833333333,145.99175045,0.0,0.0,0.0,0.0,0.0,44554.663155529204,711.2902647490919,0.0,0.0,0.0,0.0,0.0,45265.95342027831
3,19,1,717.1919566094374,694.4191557594374,22.772800850000003,0.0,0.0,0.0,0.0,0.0,45249.08231128864,734.0630655990918,0.0,0.0,0.0,0.0,0.0,45983.14537688775
3,20,1,965.0371101385001,947.3229968885001,17.714113250000008,0.0,0.0,0.0,0.0,0.0,46196.40530817714,751.7771788490918,0.0,0.0,0.0,0.0,0.0,46948.18248702625
3,21,1,1827.446593223146,1827.446593223146,0.0,0.0,0.0,0.0,0.0,0.0,48023.85190140029,751.7771788490918,0.0,0.0,0.0,0.0,0.0,48775.6290802494
3,22,1,732.7498300394125,710.6120762274124,22.137753812000028,0.0,0.0,0.0,0.0,0.0,48734.4639776277,773.9149326610918,0.0,0.0,0.0,0.0,0.0,49508.37891028881
3,23,1,592.8591898915,584.3841608345,8.475029057000006,0.0,0.0,0.0,0.0,0.0,49318.84813846221,782.3899617180919,0.0,0.0,0.0,0.0,0.0,50101.23810018031
3,24,1,545.3515513317418,541.0156463317418,4.335905000000004,0.0,0.0,0.0,0.0,0.0,49859.863784793946,786.7258667180919,0.0,0.0,0.0,0.0,0.0,50646.58965151205
4,1,1,675.4488035967249,580.3434894967249,95.1053141,0.0,0.0,0.0,0.0,0.0,50440.207274290675,881.8311808180919,0.0,0.0,0.0,0.0,0.0,51322.03845510877
4,2,1,564.2665762530172,562.8754692762731,1.3911069767441873,0.0,0.0,0.0,0.0,0.0,51003.08274356695,883.222287794836,0.0,0.0,0.0,0.0,0.0,51886.305031361786
4,3,1,599.7033072243418,596.2752053243418,3.4281019,0.0,0.0,0.0,0.0,0.0,51599.35794889129,886.650389694836,0.0,0.0,0.0,0.0,0.0,52486.00833858613
4,4,1,591.4117449465874,590.6678070965875,0.74393785,0.0,0.0,0.0,0.0,0.0,52190.025755987874,887.394327544836,0.0,0.0,0.0,0.0,0.0,53077.420083532714
4,5,1,643.245394166296,549.863675166296,93.38171900000002,0.0,0.0,0.0,0.0,0.0,52739.889431154166,980.7760465448359,0.0,0.0,0.0,0.0,0.0,53720.66547769901
4,6,1,549.0691404415501,536.98591824155,12.083222200000005,0.0,0.0,0.0,0.0,0.0,53276.87534939572,992.859268744836,0.0,0.0,0.0,0.0,0.0,54269.73461814056
4,7,1,783.390043483725,771.6357879337249,11.754255550000002,0.0,0.0,0.0,0.0,0.0,54048.51113732944,1004.613524294836,0.0,0.0,0.0,0.0,0.0,55053.124661624286
4,8,1,518.9460639330583,518.9460639330583,0.0,0.0,0.0,0.0,0.0,0.0,54567.4572012625,1004.613524294836,0.0,0.0,0.0,0.0,0.0,55572.07072555734
4,9,1,420.1046752758792,420.1046752758792,0.0,0.0,0.0,0.0,0.0,0.0,54987.56187653838,1004.613524294836,0.0,0.0,0.0,0.0,0.0,55992.17540083322
4,10,1,348.49433090071244,343.41404250071247,5.0802884,0.0,0.0,0.0,0.0,0.0,55330.97591903909,1009.693812694836,0.0,0.0,0.0,0.0,0.0,56340.669731733935
4,11,1,342.3991028751474,342.1193732148335,0.27972966031389307,0.0,0.0,0.0,0.0,0.0,55673.09529225392,1009.9735423551499,0.0,0.0,0.0,0.0,0.0,56683.06883460908
4,12,1,317.4073400977375,315.9982228977375,1.4091171999999996,0.0,0.0,0.0,0.0,0.0,55989.09351515166,1011.3826595551499,0.0,0.0,0.0,0.0,0.0,57000.47617470682
4,13,1,358.9698465041834,329.8772304541834,29.092616050000004,0.0,0.0,0.0,0.0,0.0,56318.970745605846,1040.4752756051498,0.0,0.0,0.0,0.0,0.0,57359.446021211
4,14,1,342.3176692504167,300.3128634504167,42.00480579999999,0.0,0.0,0.0,0.0,0.0,56619.28360905626,1082.4800814051498,0.0,0.0,0.0,0.0,0.0,57701.76369046142
4,15,1,314.5493306168126,246.00716481681258,68.5421658,0.0,0.0,0.0,0.0,0.0,56865.29077387308,1151.0222472051498,0.0,0.0,0.0,0.0,0.0,58016.31302107823
4,16,1,415.4417332031625,392.60375810316253,22.837975100000005,0.0,0.0,0.0,0.0,0.0,57257.89453197624,1173.8602223051498,0.0,0.0,0.0,0.0,0.0,58431.75475428139
4,17,1,710.0164280871373,685.1382728371374,24.878155250000006,0.0,0.0,0.0,0.0,0.0,57943.03280481338,1198.7383775551498,0.0,0.0,0.0,0.0,0.0,59141.77118236853
4,18,1,693.594796967333,586.260338017333,107.33445894999998,0.0,0.0,0.0,0.0,0.0,58529.29314283071,1306.0728365051498,0.0,0.0,0.0,0.0,0.0,59835.36597933587
4,19,1,1113.8961932370335,1049.2751153370334,64.62107789999999,0.0,0.0,0.0,0.0,0.0,59578.56825816775,1370.6939144051498,0.0,0.0,0.0,0.0,0.0,60949.262172572904
4,20,1,893.1928955826126,837.9614623326125,55.23143324999999,0.0,0.0,0.0,0.0,0.0,60416.52972050036,1425.9253476551498,0.0,0.0,0.0,0.0,0.0,61842.45506815552
4,21,1,960.2985212401624,960.2985212401624,0.0,0.0,0.0,0.0,0.0,0.0,61376.82824174052,1425.9253476551498,0.0,0.0,0.0,0.0,0.0,62802.75358939568
4,22,1,745.1345360851896,721.0147795808103,24.119756504379193,0.0,0.0,0.0,0.0,0.0,62097.84302132133,1450.045104159529,0.0,0.0,0.0,0.0,0.0,63547.88812548087
4,23,1,578.3376934827793,549.7382074827793,28.599486000000002,0.0,0.0,0.0,0.0,0.0,62647.581228804105,1478.6445901595291,0.0,0.0,0.0,0.0,0.0,64126.22581896365
4,24,1,431.3607793673208,424.0640539173208,7.296725450000001,0.0,0.0,0.0,0.0,0.0,63071.64528272142,1485.941315609529,0.0,0.0,0.0,0.0,0.0,64557.58659833097
5,1,1,392.89505648572504,390.57685648572505,2.3182000000000005,0.0,0.0,0.0,0.0,0.0,63462.22213920715,1488.259515609529,0.0,0.0,0.0,0.0,0.0,64950.48165481669
5,2,1,364.7484850909209,364.18903509092087,0.55945,0.0,0.0,0.0,0.0,0.0,63826.411174298075,1488.818965609529,0.0,0.0,0.0,0.0,0.0,65315.23013990762
5,3,1,403.86624138013343,401.7356413801334,2.1306000000000003,0.0,0.0,0.0,0.0,0.0,64228.14681567821,1490.949565609529,0.0,0.0,0.0,0.0,0.0,65719.09638128775
5,4,1,415.05433021327497,412.561930213275,2.4923999999999995,0.0,0.0,0.0,0.0,0.0,64640.70874589148,1493.441965609529,0.0,0.0,0.0,0.0,0.0,66134.15071150102
5,5,1,350.95454903805,345.45719903805,5.49735,0.0,0.0,0.0,0.0,0.0,64986.16594492953,1498.939315609529,0.0,0.0,0.0,0.0,0.0,66485.10526053907
5,6,1,434.14213820799165,405.80735580799166,28.3347824,0.0,0.0,0.0,0.0,0.0,65391.973300737525,1527.274098009529,0.0,0.0,0.0,0.0,0.0,66919.24739874706
5,7,1,464.9141881018041,456.8808881018041,8.033299999999999,0.0,0.0,0.0,0.0,0.0,65848.85418883932,1535.3073980095292,0.0,0.0,0.0,0.0,0.0,67384.16158684886
5,8,1,458.6152196651401,456.0417101452026,2.5735095199374753,0.0,0.0,0.0,0.0,0.0,66304.89589898453,1537.8809075294666,0.0,0.0,0.0,0.0,0.0,67842.776806514
5,9,1,236.52720994436243,229.97710234436244,6.550107600000001,0.0,0.0,0.0,0.0,0.0,66534.87300132889,1544.4310151294667,0.0,0.0,0.0,0.0,0.0,68079.30401645837
5,10,1,76.22278513032501,67.646785130325,8.576,0.0,0.0,0.0,0.0,0.0,66602.51978645922,1553.0070151294667,0.0,0.0,0.0,0.0,0.0,68155.52680158868
5,11,1,277.66201922759166,272.96722872759165,4.694790499999999,0.0,0.0,0.0,0.0,0.0,66875.48701518681,1557.7018056294667,0.0,0.0,0.0,0.0,0.0,68433.18882081627
5,12,1,263.6312273715458,259.8892773715458,3.74195,0.0,0.0,0.0,0.0,0.0,67135.37629255836,1561.4437556294668,0.0,0.0,0.0,0.0,0.0,68696.82004818782
5,13,1,288.464213997175,249.844593247175,38.61962075,0.0,0.0,0.0,0.0,0.0,67385.22088580554,1600.0633763794667,0.0,0.0,0.0,0.0,0.0,68985.28426218498
5,14,1,265.15914797475,259.53758332475,5.62156465,0.0,0.0,0.0,0.0,0.0,67644.75846913029,1605.6849410294667,0.0,0.0,0.0,0.0,0.0,69250.44341015973
5,15,1,315.2029060040959,297.53882835409587,17.66407765,0.0,0.0,0.0,0.0,0.0,67942.29729748439,1623.3490186794668,0.0,0.0,0.0,0.0,0.0,69565.64631616382
5,16,1,349.24986289963755,322.95941036163754,26.290452537999997,0.0,0.0,0.0,0.0,0.0,68265.25670784603,1649.6394712174667,0.0,0.0,0.0,0.0,0.0,69914.89617906346
5,17,1,429.7426214059459,426.2988214059459,3.4438,0.0,0.0,0.0,0.0,0.0,68691.55552925197,1653.0832712174667,0.0,0.0,0.0,0.0,0.0,70344.63880046942
5,18,1,359.2196560873499,355.4927006873499,3.7269554,0.0,0.0,0.0,0.0,0.0,69047.04822993932,1656.8102266174667,0.0,0.0,0.0,0.0,0.0,70703.85845655677
5,19,1,424.24731408177496,423.553864081775,0.69345,0.0,0.0,0.0,0.0,0.0,69470.60209402109,1657.5036766174667,0.0,0.0,0.0,0.0,0.0,71128.10577063855
5,20,1,4411.040546536646,4409.895359086646,1.1451874499999999,0.0,0.0,0.0,0.0,0.0,73880.49745310773,1658.6488640674668,0.0,0.0,0.0,0.0,0.0,75539.1463171752
5,21,1,9585.657005989166,9585.238255989165,0.41875,0.0,0.0,0.0,0.0,0.0,83465.7357090969,1659.0676140674668,0.0,0.0,0.0,0.0,0.0,85124.80332316436
5,22,1,507.552573505308,491.49324121681246,16.059332288495504,0.0,0.0,0.0,0.0,0.0,83957.22895031371,1675.1269463559622,0.0,0.0,0.0,0.0,0.0,85632.35589666967
5,23,1,443.8995200016292,408.7706197548709,35.128900246758285,0.0,0.0,0.0,0.0,0.0,84365.99957006858,1710.2558466027206,0.0,0.0,0.0,0.0,0.0,86076.25541667131
5,24,1,462.3628297237868,450.5297398686541,11.833089855132673,0.0,0.0,0.0,0.0,0.0,84816.52930993724,1722.0889364578532,0.0,0.0,0.0,0.0,0.0,86538.6182463951
6,1,1,352.21624891005007,348.30009891005005,3.91615,0.0,0.0,0.0,0.0,0.0,85164.82940884729,1726.0050864578532,0.0,0.0,0.0,0.0,0.0,86890.83449530514
6,2,1,563.3774460642949,562.1144076114675,1.26303845282738,0.0,0.0,0.0,0.0,0.0,85726.94381645876,1727.2681249106806,0.0,0.0,0.0,0.0,0.0,87454.21194136943
6,3,1,554.0998595727915,551.7134100227915,2.38644955,0.0,0.0,0.0,0.0,0.0,86278.65722648155,1729.6545744606806,0.0,0.0,0.0,0.0,0.0,88008.31180094222
6,4,1,379.49395069587524,379.2234576726194,0.27049302325581376,0.0,0.0,0.0,0.0,0.0,86657.88068415417,1729.9250674839363,0.0,0.0,0.0,0.0,0.0,88387.8057516381
6,5,1,409.9238236375126,371.7338236375126,38.190000000000005,0.0,0.0,0.0,0.0,0.0,87029.61450779167,1768.1150674839364,0.0,0.0,0.0,0.0,0.0,88797.7295752756
6,6,1,329.85244886336255,296.02749886336255,33.824949999999994,0.0,0.0,0.0,0.0,0.0,87325.64200665503,1801.9400174839363,0.0,0.0,0.0,0.0,0.0,89127.58202413896
6,7,1,263.0552147736874,254.4438354236874,8.61137935,0.0,0.0,0.0,0.0,0.0,87580.08584207873,1810.5513968339365,0.0,0.0,0.0,0.0,0.0,89390.63723891265
6,8,1,542.5566535362458,351.2746852862458,191.28196824999998,0.0,0.0,0.0,0.0,0.0,87931.36052736497,2001.8333650839363,0.0,0.0,0.0,0.0,0.0,89933.1938924489
6,9,1,475.15865951898337,405.29999396898336,69.85866555,0.0,0.0,0.0,0.0,0.0,88336.66052133395,2071.692030633936,0.0,0.0,0.0,0.0,0.0,90408.35255196788
6,10,1,245.44628192863746,236.30748192863746,9.138800000000002,0.0,0.0,0.0,0.0,0.0,88572.96800326259,2080.8308306339363,0.0,0.0,0.0,0.0,0.0,90653.79883389652
6,11,1,381.4253362480419,367.9549862480419,13.470350000000003,0.0,0.0,0.0,0.0,0.0,88940.92298951064,2094.3011806339364,0.0,0.0,0.0,0.0,0.0,91035.22417014456
6,12,1,249.87147041684315,245.62367041684314,4.2478,0.0,0.0,0.0,0.0,0.0,89186.54665992748,2098.5489806339365,0.0,0.0,0.0,0.0,0.0,91285.0956405614
6,13,1,273.9890232600375,235.5050641100375,38.48395915000001,0.0,0.0,0.0,0.0,0.0,89422.05172403752,2137.0329397839364,0.0,0.0,0.0,0.0,0.0,91559.08466382144
6,14,1,256.9346648595167,216.5176920595167,40.41697280000001,0.0,0.0,0.0,0.0,0.0,89638.56941609703,2177.4499125839366,0.0,0.0,0.0,0.0,0.0,91816.01932868097
6,15,1,385.84364722039163,337.4024998203916,48.44114740000001,0.0,0.0,0.0,0.0,0.0,89975.97191591743,2225.8910599839364,0.0,0.0,0.0,0.0,0.0,92201.86297590136
6,16,1,510.58365756243336,463.95165756243335,46.632000000000005,0.0,0.0,0.0,0.0,0.0,90439.92357347986,2272.5230599839365,0.0,0.0,0.0,0.0,0.0,92712.44663346378
6,17,1,240.8766191648,229.1650191648,11.711599999999999,0.0,0.0,0.0,0.0,0.0,90669.08859264465,2284.2346599839366,0.0,0.0,0.0,0.0,0.0,92953.32325262859
6,18,1,278.48515550684203,277.887024460044,0.5981310467979983,0.0,0.0,0.0,0.0,0.0,90946.97561710469,2284.8327910307344,0.0,0.0,0.0,0.0,0.0,93231.80840813543
6,19,1,300.4630128438917,300.0074128438917,0.4555999999999999,0.0,0.0,0.0,0.0,0.0,91246.98302994858,2285.288391030734,0.0,0.0,0.0,0.0,0.0,93532.27142097932
6,20,1,312.47503890406256,309.94543380406253,2.5296051,0.0,0.0,0.0,0.0,0.0,91556.92846375264,2287.817996130734,0.0,0.0,0.0,0.0,0.0,93844.74645988338
6,21,1,358.7141993008417,353.0764910008417,5.637708299999998,0.0,0.0,0.0,0.0,0.0,91910.00495475349,2293.4557044307344,0.0,0.0,0.0,0.0,0.0,94203.46065918422
6,22,1,402.6607171244876,386.90927172448755,15.7514454,0.0,0.0,0.0,0.0,0.0,92296.91422647798,2309.2071498307346,0.0,0.0,0.0,0.0,0.0,94606.1213763087
6,23,1,342.0074482943792,338.9053315443792,3.102116750000001,0.0,0.0,0.0,0.0,0.0,92635.81955802235,2312.3092665807344,0.0,0.0,0.0,0.0,0.0,94948.12882460307
6,24,1,380.78008531464167,366.05348531464165,14.726599999999996,0.0,0.0,0.0,0.0,0.0,93001.873043337,2327.0358665807344,0.0,0.0,0.0,0.0,0.0,95328.90890991772
7,1,1,356.7034371944042,349.8677186444042,6.835718549999999,0.0,0.0,0.0,0.0,0.0,93351.7407619814,2333.8715851307343,0.0,0.0,0.0,0.0,0.0,95685.61234711212
7,2,1,352.09285308205,348.76965308205,3.3232000000000004,0.0,0.0,0.0,0.0,0.0,93700.51041506346,2337.194785130734,0.0,0.0,0.0,0.0,0.0,96037.70520019418
