day,hour,time,res_id,UnitGroup,Unit_Category,Unit_Type,p_R_kht,p_Rspill_kht
12,18,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
12,18,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
12,18,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
12,19,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
12,19,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
12,19,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
12,19,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
12,20,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
12,20,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
12,20,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
12,20,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
12,21,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
12,21,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
12,21,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
12,21,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
12,22,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
12,22,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
12,22,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
12,22,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
12,23,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
12,23,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
12,23,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
12,23,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
12,24,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
12,24,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
12,24,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
12,24,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,1,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,1,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,1,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,1,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,2,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,2,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,2,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,2,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,3,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,3,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,3,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,3,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,4,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,4,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,4,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,4,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,5,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,5,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,5,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,5,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,6,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,6,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,6,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,6,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,7,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,7,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,7,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,7,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,8,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,8,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,8,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,8,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,9,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,9,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,9,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,9,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,10,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,10,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,10,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,10,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,11,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,11,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,11,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,11,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,12,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,12,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,12,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,12,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,13,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,13,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,13,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,13,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,14,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,14,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,14,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,14,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,15,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,15,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,15,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,15,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,16,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,16,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,16,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,16,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,17,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,17,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,17,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,17,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,18,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,18,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,18,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,18,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,19,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,19,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,19,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,19,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,20,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,20,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,20,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,20,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,21,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,21,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,21,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,21,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,22,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,22,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,22,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,22,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,23,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,23,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,23,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,23,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,24,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,24,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
13,24,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
13,24,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,1,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,1,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,1,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,1,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,2,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,2,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,2,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,2,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,3,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,3,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,3,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,3,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,4,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,4,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,4,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,4,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,5,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,5,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,5,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,5,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,6,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,6,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,6,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,6,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,7,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,7,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,7,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,7,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,8,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,8,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,8,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,8,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,9,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,9,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,9,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,9,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,10,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,10,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,10,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,10,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,11,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,11,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,11,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,11,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,12,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,12,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,12,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,12,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,13,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,13,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,13,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,13,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,14,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,14,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,14,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,14,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,15,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,15,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,15,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,15,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,16,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,16,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,16,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,16,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,17,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,17,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,17,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,17,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,18,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,18,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,18,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,18,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,19,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,19,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,19,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,19,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,20,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,20,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,20,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,20,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,21,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,21,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,21,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,21,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,22,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,22,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,22,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,22,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,23,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,23,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,23,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,23,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,24,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,24,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
14,24,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
14,24,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,1,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,1,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,1,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,1,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,2,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,2,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,2,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,2,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,3,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,3,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,3,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,3,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,4,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,4,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,4,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,4,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,5,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,5,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,5,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,5,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,6,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,6,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,6,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,6,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,7,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,7,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,7,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,7,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,8,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,8,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,8,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,8,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,9,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,9,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,9,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,9,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,10,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,10,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,10,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,10,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,11,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,11,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,11,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,11,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,12,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,12,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,12,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,12,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,13,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,13,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,13,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,13,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,14,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,14,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,14,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,14,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,15,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,15,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,15,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,15,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,16,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,16,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,16,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,16,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,17,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,17,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,17,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,17,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,18,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,18,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,18,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,18,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,19,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,19,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,19,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,19,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,20,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,20,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,20,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,20,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,21,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,21,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,21,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,21,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,22,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,22,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,22,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,22,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,23,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,23,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,23,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,23,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,24,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,24,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
15,24,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
15,24,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
16,1,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
16,1,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
16,1,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
16,1,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
16,2,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
16,2,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
16,2,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
16,2,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
16,3,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
16,3,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
16,3,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
16,3,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
16,4,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
16,4,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
16,4,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
16,4,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
16,5,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
16,5,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
16,5,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
16,5,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
16,6,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
16,6,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
16,6,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
16,6,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
16,7,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
16,7,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
16,7,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
16,7,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
16,8,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
16,8,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
16,8,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
16,8,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
16,9,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
16,9,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
16,9,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
16,9,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
16,10,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
16,10,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
