day,hour,time,res_id,UnitGroup,Unit_Category,Unit_Type,p_R_kht,p_Rspill_kht
1,11,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,11,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
1,11,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,11,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
1,12,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,12,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
1,12,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,12,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
1,13,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,13,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
1,13,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,13,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
1,14,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,14,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
1,14,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,14,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
1,15,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,15,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
1,15,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,15,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
1,16,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,16,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
1,16,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,16,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
1,17,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,17,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
1,17,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,17,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
1,18,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,18,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
1,18,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,18,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
1,19,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,19,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
1,19,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,19,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
1,20,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,20,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
1,20,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,20,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
1,21,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,21,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
1,21,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,21,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
1,22,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,22,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
1,22,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,22,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
1,23,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,23,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
1,23,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,23,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
1,24,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,24,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
1,24,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
1,24,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,1,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,1,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,1,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,1,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,2,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,2,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,2,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,2,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,3,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,3,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,3,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,3,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,4,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,4,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,4,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,4,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,5,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,5,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,5,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,5,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,6,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,6,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,6,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,6,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,7,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,7,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,7,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,7,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,8,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,8,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,8,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,8,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,9,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,9,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,9,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,9,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,10,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,10,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,10,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,10,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,11,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,11,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,11,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,11,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,12,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,12,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,12,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,12,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,13,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,13,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,13,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,13,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,14,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,14,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,14,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,14,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,15,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,15,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,15,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,15,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,16,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,16,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,16,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,16,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,17,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,17,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,17,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,17,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,18,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,18,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,18,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,18,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,19,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,19,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,19,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,19,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,20,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,20,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,20,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,20,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,21,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,21,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,21,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,21,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,22,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,22,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,22,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,22,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,23,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,23,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,23,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,23,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,24,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,24,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
2,24,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
2,24,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,1,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,1,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,1,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,1,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,2,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,2,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,2,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,2,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,3,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,3,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,3,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,3,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,4,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,4,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,4,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,4,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,5,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,5,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,5,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,5,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,6,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,6,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,6,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,6,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,7,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,7,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,7,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,7,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,8,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,8,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,8,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,8,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,9,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,9,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,9,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,9,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,10,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,10,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,10,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,10,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,11,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,11,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,11,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,11,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,12,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,12,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,12,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,12,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,13,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,13,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,13,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,13,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,14,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,14,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,14,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,14,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,15,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,15,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,15,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,15,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,16,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,16,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,16,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,16,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,17,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,17,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,17,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,17,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,18,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,18,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,18,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,18,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,19,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,19,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,19,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,19,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,20,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,20,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,20,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,20,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,21,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,21,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,21,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,21,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,22,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,22,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,22,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,22,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,23,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,23,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,23,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,23,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,24,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,24,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
3,24,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
3,24,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,1,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,1,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,1,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,1,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,2,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,2,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,2,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,2,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,3,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,3,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,3,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,3,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,4,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,4,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,4,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,4,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,5,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,5,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,5,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,5,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,6,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,6,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,6,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,6,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,7,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,7,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,7,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,7,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,8,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,8,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,8,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,8,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,9,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,9,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,9,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,9,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,10,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,10,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,10,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,10,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,11,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,11,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,11,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,11,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,12,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,12,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,12,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,12,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,13,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,13,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,13,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,13,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,14,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,14,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,14,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,14,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,15,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,15,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,15,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,15,1,RES_1_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,16,1,RES_4_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
4,16,1,RES_2_PV,PV_group,RENEWABLE,PV,0.0,0.0
4,16,1,RES_3_WIND,wind_farm,RENEWABLE,WIND,0.0,0.0
