day,hour,time,unit_id,UnitGroup,Unit_Category,Unit_Type,u_B_iht,p_B_D_iht,p_B_C_iht,e_B_iht,r_RU_D_iht,r_RD_D_iht,r_RU_C_iht,r_RD_C_iht,r_RU_iht,r_RD_iht,r_SR_D_iht,r_SR_C_iht,r_SR_iht
1,21,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,120.6094677255579,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
1,22,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,120.6094677255579,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
1,23,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,-2.991758887410948e-14,120.60946772555788,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
1,24,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,120.60946772555788,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2,1,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,120.60946772555788,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2,2,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.00000000000003,215.60946772555792,0.0,0.0,100.0,-2.842170943040401e-14,100.0,-2.842170943040401e-14,0.0,0.0,0.0
2,3,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,310.6094677255579,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
2,4,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,405.6094677255579,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
2,5,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,500.6094677255579,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
2,6,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,595.6094677255579,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
2,7,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,99.99999999999304,690.6094677255513,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
2,8,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,57.57396435497306,745.3047338627757,0.0,0.0,57.57396435497306,4.58007258452476e-12,57.57396435497306,4.58007258452476e-12,0.0,0.0,0.0
2,9,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,745.3047338627757,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2,10,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,745.3047338627757,100.0,-0.0,-0.0,-0.0,100.0,0.0,0.0,0.0,0.0
2,11,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,2.871741283887959e-12,0.0,745.3047338627727,100.0,2.8236061089612257e-12,0.0,0.0,100.0,2.8236061089612257e-12,0.0,0.0,0.0
2,12,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-7.83985609232258e-12,0.0,745.304733862781,100.0,-7.83985609232258e-12,0.0,0.0,100.0,-7.83985609232258e-12,0.0,0.0,0.0
2,13,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,745.304733862781,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2,14,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,1.5748947388342374e-12,0.0,745.3047338627792,100.0,1.5748947388342374e-12,0.0,0.0,100.0,1.5748947388342374e-12,0.0,0.0,0.0
2,15,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-2.3849134576007516e-12,0.0,745.3047338627819,100.0,-6.011759978719157e-12,0.0,0.0,100.0,-6.011759978719157e-12,0.0,0.0,0.0
2,16,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,745.3047338627819,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2,17,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,87.1119022757204,0.0,653.6079946251814,12.888097724279604,87.1119022757204,0.0,0.0,12.888097724279604,87.1119022757204,0.0,0.0,0.0
2,18,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,653.6079946251814,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2,19,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,653.6079946251814,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2,20,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,99.99999999997729,0.0,548.3448367304685,0.0,99.99999999997726,0.0,0.0,0.0,99.99999999997726,0.0,0.0,0.0
2,21,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,100.0,0.0,443.0816788357316,-0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2,22,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,21.927594893931655,0.0,420.0000000000141,78.07240510606835,21.927594893931655,0.0,0.0,78.07240510606835,21.927594893931655,0.0,0.0,0.0
2,23,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,2.3625545964023332e-14,0.0,420.0000000000141,100.0,-4.8508081477111865e-14,0.0,0.0,100.0,-4.8508081477111865e-14,0.0,0.0,0.0
2,24,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,515.0000000000141,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
3,1,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,610.0000000000141,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
3,2,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,610.0000000000141,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
3,3,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,705.0000000000141,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
3,4,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,49.999999999992575,752.500000000007,0.0,0.0,49.999999999992575,-0.0,49.999999999992575,0.0,0.0,0.0,0.0
3,5,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,24.999999999996287,776.2500000000035,0.0,0.0,24.999999999996287,-0.0,24.999999999996287,0.0,0.0,0.0,0.0
3,6,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,776.2500000000035,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
3,7,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,776.2500000000035,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
3,8,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,776.2500000000035,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
3,9,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,776.2500000000035,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
3,10,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,776.2500000000035,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
3,11,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,776.2500000000035,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
3,12,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,776.2500000000035,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
3,13,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,776.2500000000035,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
3,14,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,776.2500000000035,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
3,15,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,2.3625545964023332e-14,0.0,776.2500000000035,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
3,16,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,776.2500000000035,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
3,17,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,28.687500000003514,0.0,746.0526315789472,71.31249999999649,28.687500000003514,0.0,0.0,71.31249999999649,28.687500000003514,0.0,0.0,0.0
3,18,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,746.0526315789472,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
3,19,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,746.0526315789472,100.0,-2.419935596938224e-14,0.0,0.0,100.0,-2.419935596938224e-14,0.0,0.0,0.0
3,20,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,746.0526315789472,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
3,21,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,746.0526315789472,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
3,22,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,746.0526315789472,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
3,23,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-6.750155989720952e-14,0.0,746.0526315789473,100.0,-2.419935596938224e-14,0.0,0.0,100.0,-2.419935596938224e-14,0.0,0.0,0.0
3,24,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,746.0526315789473,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
4,1,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,100.0,0.0,640.7894736842104,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
4,2,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,100.0,0.0,535.5263157894736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,4.050093593832571e-14,0.0,535.5263157894735,99.99999999999996,0.0,0.0,0.0,99.99999999999996,0.0,0.0,0.0,0.0
4,4,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,99.99999999999986,0.0,430.2631578947368,1.4210854715202004e-13,99.99999999999986,0.0,0.0,1.4210854715202004e-13,99.99999999999986,0.0,0.0,0.0
4,5,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,100.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,6,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,325.0,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
4,7,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,325.0,100.0,2.1649348980190553e-14,0.0,0.0,100.0,2.1649348980190553e-14,0.0,0.0,0.0
4,8,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,325.0,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
4,9,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,325.0,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
4,10,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,325.0,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
4,11,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,325.0,100.0,3.6415315207705135e-14,0.0,0.0,100.0,3.6415315207705135e-14,0.0,0.0,0.0
4,12,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,325.0,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
4,13,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,420.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
4,14,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,515.0,0.0,0.0,100.0,-0.0,100.0,0.0,0.0,0.0,0.0
4,15,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,610.0,0.0,0.0,99.99999999999997,0.0,99.99999999999997,0.0,0.0,0.0,0.0
4,16,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,610.0,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
4,17,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,610.0,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
4,18,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,610.0,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
4,19,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,610.0,100.0,5.062616992290714e-14,0.0,0.0,100.0,5.062616992290714e-14,0.0,0.0,0.0
4,20,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,610.0,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
4,21,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,705.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
4,22,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,705.0,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
4,23,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,4.050093593832571e-14,0.0,705.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
4,24,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,705.0,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
5,1,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,99.99999999999994,0.0,599.7368421052632,6.018381478741317e-14,99.99999999999994,0.0,0.0,6.018381478741317e-14,99.99999999999994,0.0,0.0,0.0
5,2,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,599.7368421052632,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
5,3,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,2.1707925646003728e-14,-7.255015301971551e-14,599.7368421052631,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
5,4,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,87.75399716963909,0.0,507.364213505643,12.246002830360908,87.75399716963909,0.0,0.0,12.246002830360908,87.75399716963909,0.0,0.0,0.0
5,5,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,507.364213505643,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
5,6,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,507.364213505643,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
5,7,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-5.400124791776762e-14,0.0,507.3642135056431,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
5,8,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,81.99600283036094,0.0,421.05263157894734,18.003997169639064,81.99600283036094,0.0,0.0,18.003997169639064,81.99600283036094,0.0,0.0,0.0
5,9,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,100.0,0.0,315.7894736842105,-0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
5,10,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,100.0,0.0,210.5263157894737,-0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
5,11,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,100.00000000000003,0.0,105.26315789473682,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
5,12,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-1.0969003483296548e-14,0.0,105.26315789473684,100.00000000000001,-1.0969003483296548e-14,0.0,0.0,100.00000000000001,-1.0969003483296548e-14,0.0,0.0,0.0
5,13,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,105.26315789473684,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
5,14,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,105.26315789473684,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
5,15,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-1.3500311979441904e-14,0.0,105.26315789473685,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
5,16,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,200.26315789473685,0.0,0.0,100.0,-0.0,100.0,0.0,0.0,0.0,0.0
5,17,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,200.26315789473685,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
5,18,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,90.2499999999989,0.0,105.263157894738,9.750000000002203,90.2499999999989,0.0,0.0,9.750000000002203,90.2499999999989,0.0,0.0,0.0
5,19,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-9.450218385609204e-15,1.3911678826460923e-13,105.26315789473814,99.99999999999986,0.0,1.3911678826460923e-13,0.0,100.0,0.0,0.0,0.0,0.0
5,20,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,-0.0,99.99999999999831,200.26315789473654,-0.0,0.0,99.99999999999831,0.0,99.99999999999831,0.0,0.0,0.0,0.0
5,21,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,200.26315789473654,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
5,22,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,200.26315789473654,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
5,23,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,295.26315789473654,0.0,0.0,99.99999999999999,0.0,99.99999999999999,0.0,0.0,0.0,0.0
5,24,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,390.26315789473654,0.0,0.0,100.0,-0.0,100.0,0.0,0.0,-0.0,0.0
6,1,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.9999999999999997,-0.0,2.2685965865607296e-14,390.26315789473654,99.99999999999997,-0.0,2.2685965865607296e-14,0.0,100.0,0.0,0.0,0.0,0.0
6,2,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,4.696115782322447e-17,0.0,100.0,485.26315789473654,-0.0,-0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
6,3,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,-0.0,0.0,100.0,580.2631578947367,-0.0,-0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
6,4,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,675.2631578947367,0.0,0.0,100.0,-0.0,100.0,0.0,0.0,0.0,0.0
6,5,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,-0.0,0.0,65.65096952908603,737.6315789473683,-0.0,0.0,65.65096952908603,0.0,65.65096952908603,0.0,0.0,0.0,0.0
6,6,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,32.82548476454319,768.8157894736844,-0.0,0.0,32.82548476454319,0.0,32.82548476454319,0.0,0.0,0.0,0.0
6,7,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0000000000000022,0.0,-2.146043086092269e-13,768.8157894736842,100.00000000000023,-0.0,-2.146043086092269e-13,0.0,100.00000000000001,0.0,0.0,0.0,0.0
6,8,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,768.8157894736842,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
6,9,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,9.55625794249419e-16,768.8157894736842,100.0,-5.689108771643596e-14,-0.0,0.0,100.0,-5.689108771643596e-14,0.0,0.0,0.0
6,10,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,768.8157894736842,100.0,-0.0,-0.0,0.0,100.0,0.0,0.0,0.0,0.0
6,11,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,768.8157894736843,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
6,12,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,3.989011849881264e-14,768.8157894736843,100.0,-0.0,3.989011849881264e-14,0.0,100.00000000000004,0.0,0.0,0.0,0.0
6,13,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,5.0818702071576264e-14,768.8157894736843,100.0,-6.65834550330047e-14,5.0818702071576264e-14,0.0,100.00000000000006,-6.65834550330047e-14,0.0,0.0,0.0
6,14,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,-5.983517774821896e-14,768.8157894736842,100.0,-5.689108771643596e-14,-5.983517774821896e-14,0.0,99.99999999999994,-5.689108771643596e-14,0.0,0.0,0.0
6,15,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,-1.9657459529678391e-13,768.8157894736843,100.0,-5.689108771643596e-14,-1.9657459529678391e-13,0.0,99.9999999999998,-5.689108771643596e-14,0.0,0.0,0.0
6,16,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,768.8157894736843,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
6,17,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,95.92100566072,0.0,667.8463098308212,4.078994339280001,95.92100566072,0.0,0.0,4.078994339280001,95.92100566072,0.0,0.0,0.0
6,18,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,65.92100566072,0.0,598.4557775563791,34.07899433928,65.92100566072,0.0,0.0,34.07899433928,65.92100566072,0.0,0.0,0.0
6,19,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,85.9575761809601,0.0,507.9741184185263,14.042423819039874,85.95757618096013,0.0,0.0,14.042423819039874,85.95757618096013,0.0,0.0,0.0
