day,hour,time,unit_id,UnitGroup,Unit_Category,Unit_Type,u_B_iht,p_B_D_iht,p_B_C_iht,e_B_iht,r_RU_D_iht,r_RD_D_iht,r_RU_C_iht,r_RD_C_iht,r_RU_iht,r_RD_iht,r_SR_D_iht,r_SR_C_iht,r_SR_iht
34,17,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,345.52631578947364,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
34,18,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,100.0,0.0,240.26315789473682,-0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
34,19,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-2.700062395888381e-14,0.0,240.26315789473682,100.0,-1.6773716918363026e-14,0.0,0.0,100.0,-1.6773716918363026e-14,0.0,0.0,0.0
34,20,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,100.0,0.0,135.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
34,21,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,135.0,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
34,22,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,135.0,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
34,23,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,135.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
34,24,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,135.0,100.0,-0.0,-0.0,0.0,100.0,0.0,0.0,0.0,0.0
35,1,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,230.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
35,2,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,325.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
35,3,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.00000000000006,420.0,0.0,0.0,100.0,-5.677784047398821e-14,100.0,-5.677784047398821e-14,0.0,0.0,0.0
35,4,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,515.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
35,5,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,610.0,0.0,0.0,100.0,-0.0,100.0,0.0,0.0,-0.0,0.0
35,6,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,705.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
35,7,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,50.0,752.5,0.0,0.0,50.00000000000001,0.0,50.00000000000001,0.0,0.0,0.0,0.0
35,8,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,752.5,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
35,9,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,752.5,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
35,10,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,752.5,100.0,-5.012656956182582e-14,0.0,0.0,100.0,-5.012656956182582e-14,0.0,0.0,0.0
35,11,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,752.5,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
35,12,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,752.5,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
35,13,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,752.5,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
35,14,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,752.5,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
35,15,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,752.5,100.0,-5.012656956182582e-14,0.0,0.0,100.0,-5.012656956182582e-14,0.0,0.0,0.0
35,16,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,752.5,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
35,17,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,752.5,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
35,18,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,752.5,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
35,19,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,752.5,100.0,-5.012656956182582e-14,0.0,0.0,100.0,-5.012656956182582e-14,0.0,0.0,0.0
35,20,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,752.5,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
35,21,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,752.5,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
35,22,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,752.5,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
35,23,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,752.5,100.00000000000006,0.0,0.0,0.0,100.00000000000006,0.0,0.0,0.0,0.0
35,24,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,752.5,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
36,1,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,752.5,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
36,2,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,0.0,752.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,3,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,9.867757652659592e-15,0.0,752.4999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,4,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,-0.0,0.0,0.0,752.4999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,5,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,752.4999999999999,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
36,6,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,100.0,0.0,647.236842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,7,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,647.2368421052631,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
36,8,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,35.375000000000156,0.0,609.9999999999998,64.62499999999984,35.375000000000156,0.0,0.0,64.62499999999984,35.375000000000156,0.0,0.0,0.0
36,9,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,609.9999999999998,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
36,10,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,609.9999999999998,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
36,11,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-1.0800249583553524e-13,0.0,609.9999999999999,100.0,-4.6318504587361523e-14,0.0,0.0,100.0,-4.6318504587361523e-14,0.0,0.0,0.0
36,12,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,609.9999999999999,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
36,13,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,609.9999999999999,100.0,-0.0,-0.0,0.0,100.0,0.0,0.0,0.0,0.0
36,14,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,609.9999999999999,100.0,-0.0,-0.0,0.0,100.0,0.0,0.0,0.0,0.0
36,15,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,99.99999999999994,704.9999999999998,-0.0,-0.0,99.99999999999994,0.0,99.99999999999994,0.0,0.0,0.0,0.0
36,16,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.9999999999999976,0.0,2.4424906541753444e-13,705.0,99.99999999999976,-0.0,2.4424906541753444e-13,0.0,100.0,0.0,0.0,0.0,0.0
36,17,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,705.0,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
36,18,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,95.92100566071998,0.0,604.0305203571369,4.078994339280015,95.92100566071998,0.0,0.0,4.078994339280015,95.92100566071998,0.0,0.0,0.0
36,19,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,65.92100566071997,0.0,534.6399880826948,34.078994339280065,65.92100566071993,0.0,0.0,34.078994339280065,65.92100566071993,0.0,0.0,0.0
36,20,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,534.6399880826948,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
36,21,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,534.6399880826948,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
36,22,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,534.6399880826948,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
36,23,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,534.6399880826948,100.0,-3.5614177479283624e-14,0.0,0.0,100.0,-3.5614177479283624e-14,0.0,0.0,0.0
36,24,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,534.6399880826948,100.0,1.4210854715202004e-14,0.0,0.0,100.0,1.4210854715202004e-14,0.0,0.0,0.0
37,1,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,534.6399880826948,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
37,2,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,534.6399880826948,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
37,3,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-1.3500311979441904e-14,0.0,534.6399880826948,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
37,4,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,100.0,0.0,429.376830187958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,5,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,100.0,0.0,324.11367229322116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,6,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,100.0,0.0,218.85051439848434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,7,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,218.85051439848434,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
37,8,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,218.85051439848434,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
37,9,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,100.0,0.0,113.58735650374749,-0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
37,10,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,113.58735650374749,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
37,11,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,113.58735650374749,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
37,12,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,113.58735650374749,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
37,13,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,113.58735650374749,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
37,14,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,-5.4001247917767615e-15,0.0,100.00000000000054,208.58735650374803,-5.400124791776761e-13,-0.0,100.00000000000054,0.0,100.0,0.0,0.0,0.0,0.0
37,15,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,1.3500311979441904e-14,0.0,208.587356503748,99.99999999999999,0.0,0.0,0.0,99.99999999999999,0.0,0.0,0.0,0.0
37,16,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,208.587356503748,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
37,17,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,208.587356503748,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
37,18,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,95.92100566072,0.0,107.61787686088485,4.078994339280001,95.92100566072,0.0,0.0,4.078994339280001,95.92100566072,0.0,0.0,0.0
37,19,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,1.3500311979441904e-14,0.0,107.61787686088483,100.0,1.4210854715202004e-14,0.0,0.0,100.0,1.4210854715202004e-14,0.0,0.0,0.0
37,20,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,107.61787686088483,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
37,21,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,107.61787686088483,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
37,22,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,107.61787686088483,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
37,23,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.00000000000001,202.61787686088485,0.0,0.0,100.0,0.0,100.0,0.0,0.0,-0.0,0.0
37,24,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,202.61787686088485,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
38,1,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,202.61787686088485,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
38,2,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,202.61787686088485,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
38,3,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,202.61787686088485,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
38,4,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,202.61787686088485,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
38,5,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,202.61787686088485,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
38,6,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,202.61787686088485,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
38,7,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,92.48698301784061,0.0,105.26315789473684,7.513016982159372,92.48698301784063,0.0,0.0,7.513016982159372,92.48698301784063,0.0,0.0,0.0
38,8,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,105.26315789473684,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
38,9,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,105.26315789473684,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
38,10,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,105.26315789473684,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
38,11,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,105.26315789473684,100.0,-6.170502705285076e-16,0.0,0.0,100.0,-6.170502705285076e-16,0.0,0.0,0.0
38,12,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,105.26315789473684,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
38,13,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,105.26315789473684,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
38,14,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,105.26315789473684,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
38,15,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,105.26315789473684,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
38,16,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,105.26315789473684,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
38,17,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,105.26315789473684,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
38,18,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,105.26315789473684,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
38,19,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,6.170502705285076e-16,0.0,105.26315789473684,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
38,20,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,105.26315789473684,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
38,21,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-6.170502705285076e-16,0.0,105.26315789473684,100.0,-6.170502705285076e-16,0.0,0.0,100.0,-6.170502705285076e-16,0.0,0.0,0.0
38,22,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,105.26315789473684,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
38,23,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,105.26315789473684,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
38,24,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,105.26315789473684,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
39,1,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,105.26315789473684,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
39,2,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,105.26315789473684,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
39,3,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,200.26315789473682,0.0,0.0,100.0,0.0,100.0,0.0,0.0,-0.0,0.0
39,4,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,295.2631578947368,0.0,0.0,100.0,0.0,100.0,0.0,0.0,-0.0,0.0
39,5,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,390.2631578947368,0.0,0.0,100.0,-0.0,100.0,0.0,0.0,-0.0,0.0
39,6,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,390.2631578947368,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
39,7,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,100.0,0.0,285.0,-0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
39,8,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,285.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
39,9,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,285.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
39,10,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,95.92100566072,0.0,184.03052035713685,4.078994339280001,95.92100566072,0.0,0.0,4.078994339280001,95.92100566072,0.0,0.0,0.0
39,11,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,74.82899433928002,0.0,105.26315789473684,25.171005660719985,74.82899433928003,0.0,0.0,25.171005660719985,74.82899433928003,0.0,0.0,0.0
39,12,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,105.26315789473684,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
39,13,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,105.26315789473684,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
39,14,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,105.26315789473684,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
39,15,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,200.26315789473685,-0.0,-0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
39,16,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,200.26315789473685,100.0,-0.0,-0.0,0.0,100.0,0.0,0.0,0.0,0.0
39,17,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,200.26315789473685,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
39,18,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,81.99600283035997,0.0,113.95157596804215,18.00399716964003,81.99600283035997,0.0,0.0,18.00399716964003,81.99600283035997,0.0,0.0,0.0
39,19,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,8.25399716964005,0.0,105.26315789473684,91.74600283035998,8.253997169640051,0.0,0.0,91.74600283035998,8.253997169640051,0.0,0.0,0.0
39,20,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,105.26315789473684,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
39,21,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,105.26315789473684,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
39,22,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-1.0800249583553524e-13,0.0,105.26315789473695,100.00000000000011,-1.0800249583553524e-13,0.0,0.0,100.00000000000011,-1.0800249583553524e-13,0.0,0.0,0.0
39,23,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,105.2631578947369,100.0,-0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
39,24,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,-0.0,0.0,105.2631578947369,100.00000000000013,0.0,0.0,0.0,100.00000000000013,0.0,0.0,0.0,0.0
40,1,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,105.2631578947369,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
40,2,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,200.2631578947369,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
40,3,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,295.2631578947369,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
40,4,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,390.2631578947369,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
40,5,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,3.590110664893138e-15,0.0,99.99999999999964,485.26315789473654,3.590110664893138e-13,0.0,99.99999999999964,0.0,100.0,0.0,0.0,0.0,0.0
40,6,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,64.85799999999944,0.0,416.9915789473687,35.142000000000564,64.85799999999944,0.0,0.0,35.142000000000564,64.85799999999944,0.0,0.0,0.0
40,7,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,98.07099999999986,0.0,313.7589473684215,1.9290000000001744,98.07099999999988,0.0,0.0,1.9290000000001744,98.07099999999988,0.0,0.0,0.0
40,8,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,98.071,0.0,210.52631578947415,1.929000000000002,98.071,0.0,0.0,1.929000000000002,98.071,0.0,0.0,0.0
40,9,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,100.0,0.0,105.2631578947373,-0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
40,10,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,3.836930773104541e-13,0.0,105.2631578947369,99.99999999999962,3.836930773104541e-13,0.0,0.0,99.99999999999962,3.836930773104541e-13,0.0,0.0,0.0
40,11,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,4.831690603168684e-14,0.0,105.26315789473685,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
40,12,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,1.0,0.0,0.0,105.26315789473685,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
40,13,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,200.26315789473685,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
40,14,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,0.0,0.0,100.0,295.2631578947369,0.0,0.0,100.0,-0.0,100.0,0.0,0.0,0.0,0.0
40,15,1,2,battery_LFP_100MW_8H_S,STORAGE,BATTERY,-0.0,-2.700062395888381e-14,100.0,390.2631578947369,7.976075940070203e-15,0.0,100.0,0.0,100.00000000000001,0.0,0.0,0.0,0.0
