day,hour,time,p_B_DT_ht,p_B_CT_ht,p_Gr_St_ht,p_G_ht,p_P_ht,p_GB_ht,p_G_Gr_ht,p_R_ht,p_R_Gr_ht,p_R_St_ht,q_G_jht,q_P_jht,q_P_TOT_jht,e_H_ht,LMP,Reg Up Price,Reg Dn Price,Spin Price
81.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50355.182736046205,18.2562,6.9481875,13.3202525,6.4831875000000005
81.0,14.0,1.0,0.0,0.0,4.4864108305656045e-13,0.0,4.4864108305656045e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.2051248495715133e-11,1.2051248495715133e-11,50346.77410406984,16.636,18.75,31.194352499999994,18.75
81.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50338.36547209309,17.2401,13.830415000000002,41.771815,13.830415000000002
81.0,16.0,1.0,0.0,0.0,0.0,227.89999999999998,0.0,0.0,227.89999999999998,0.0,0.0,0.0,11129.986341142381,0.0,0.0,49410.12089975045,24.8897,10.935000000000002,38.321062500000004,10.0
81.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49401.712267773706,23.8829,0.08999999999999998,10.92518,0.08999999999999998
81.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49393.30363579696,19.9119,4.751752499999999,18.649040000000003,2.4261774999999997
81.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49384.89500382022,21.2649,0.08999999999999998,6.294512500000001,0.08999999999999998
81.0,20.0,1.0,0.0,0.0,0.0,192.0,0.0,0.0,192.0,0.0,0.0,0.0,9376.744186046511,0.0,0.0,48601.546848866725,23.1738,37.776227500000005,16.615,0.08999999999999998
81.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48593.13821688999,22.439,5.410100000000003,11.4077425,0.08999999999999998
81.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48584.72958491324,19.7738,3.1794050000000005,3.881789999999999,0.0
81.0,23.0,1.0,0.0,0.0,0.0,227.9,0.0,0.0,227.9,0.0,0.0,0.0,11129.986341142383,0.0,0.0,47656.4850125706,19.3198,18.719312500000004,63.05999999999998,0.022500000000000003
81.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47648.076380593855,19.7595,2.72376,14.545625,1.1462599999999998
82.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47639.66774861711,22.4414,16.203535000000002,19.534390000000002,0.06749999999999999
82.0,2.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,48257.26495004501,11.7683,6.11,68.10000000000001,0.09499999999999999
82.0,3.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,48874.862151472924,13.4667,6.11,68.10000000000001,0.08999999999999998
82.0,4.0,1.0,0.0,0.0,0.0,227.9,0.0,0.0,227.9,0.0,0.0,0.0,11129.986341142383,0.0,0.0,47946.61757913026,18.7881,6.11,68.10000000000001,0.0
82.0,5.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,48564.21478055816,14.7967,28.055000000000007,58.95315250000001,0.08999999999999998
82.0,6.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,49181.81198198607,10.8625,3.9663000000000004,50.071279999999994,0.04499999999999999
82.0,7.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,49799.40918341398,15.7712,22.1719975,50.31549750000001,0.09499999999999999
82.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49791.00055143724,18.1272,5.348224999999999,32.713327500000005,3.048225
82.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49782.591919460494,20.0513,1.97,21.2442325,0.08999999999999998
82.0,10.0,1.0,0.0,0.0,0.0,227.9,0.0,0.0,227.9,0.0,0.0,0.0,11129.986341142383,0.0,0.0,48854.347347117844,23.9861,18.678382499999998,31.51258,0.0
82.0,11.0,1.0,0.0,0.0,0.0,257.9747997,0.0,0.0,257.9747997,0.0,0.0,0.0,12598.744186046515,0.0,0.0,47804.71751768436,29.2847,24.990000000000006,63.72035249999999,0.0
82.0,12.0,1.0,0.0,0.0,0.0,257.9747997,0.0,0.0,257.9747997,0.0,0.0,0.0,12598.744186046515,0.0,0.0,46755.08768825087,21.7023,13.3591475,82.29275499999999,0.0
82.0,13.0,1.0,0.0,0.0,0.0,257.9747997,0.0,0.0,257.9747997,0.0,0.0,0.0,12598.744186046515,0.0,0.0,45705.45785881738,18.4787,14.294947499999997,51.308069999999994,0.0
82.0,14.0,1.0,0.0,0.0,0.0,257.9747997,0.0,0.0,257.9747997,0.0,0.0,0.0,12598.744186046515,0.0,0.0,44655.8280293839,16.9786,17.960000000000004,54.90846750000002,0.0
82.0,15.0,1.0,0.0,0.0,0.0,257.9747997,0.0,0.0,257.9747997,0.0,0.0,0.0,12598.744186046515,0.0,0.0,43606.198199950406,24.6637,13.9775,88.12,0.0
82.0,16.0,1.0,0.0,0.0,0.0,257.9747997,0.0,0.0,257.9747997,0.0,0.0,0.0,12598.744186046515,0.0,0.0,42556.56837051692,24.4713,15.128775,88.09249999999999,0.0
82.0,17.0,1.0,0.0,0.0,0.0,257.9747997,0.0,0.0,257.9747997,0.0,0.0,0.0,12598.744186046515,0.0,0.0,41506.93854108343,25.7003,31.849999999999994,73.97595750000002,0.022500000000000003
82.0,18.0,1.0,0.0,0.0,0.0,227.89999999999995,0.0,0.0,227.89999999999995,0.0,0.0,0.0,11129.986341142381,0.0,0.0,40578.69396874079,43.3493,43.489942500000005,77.62720749999998,0.08999999999999998
82.0,19.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,41196.2911701687,13.7686,14.765,36.106672499999995,12.933285
82.0,20.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,41813.8883715966,13.2166,0.84,36.76943000000001,0.08999999999999998
82.0,21.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,42431.48557302451,15.8636,0.84,27.091192500000002,0.0
82.0,22.0,1.0,0.0,0.0,0.0,227.9,0.0,0.0,227.9,0.0,0.0,0.0,11129.986341142383,0.0,0.0,41503.24100068187,15.748,22.303800000000006,102.41664749999995,22.298800000000004
82.0,23.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,42120.83820210977,11.5849,5.200000000000001,27.181474999999995,5.0
82.0,24.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,42738.43540353768,12.7718,33.281954999999996,69.193655,0.1025
83.0,1.0,1.0,0.0,0.0,0.0,96.0,0.0,0.0,96.0,0.0,0.0,0.0,4688.372093023256,0.0,0.0,42342.55701007257,21.8995,24.45,30.540000000000003,4.954999999999999
83.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42334.14837809576,18.2086,0.6150000000000001,0.0,0.08999999999999998
83.0,3.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,42951.74557952367,10.0269,0.79,1.865,0.0
83.0,4.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,43569.34278095158,13.9637,0.79,0.0,0.08999999999999998
83.0,5.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,44186.93998237949,12.9151,0.79,6.6599999999999975,0.08999999999999998
83.0,6.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,44804.5371838074,11.4818,0.79,13.353850000000001,0.7699999999999999
83.0,7.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,45422.13438523531,9.5611,1.68,15.005104999999999,0.0
83.0,8.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,46039.73158666322,15.8239,9.5375,8.539999999999997,8.445000000000002
83.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46031.322954686475,17.9148,1.68,6.915,0.0
83.0,10.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,46648.92015611438,15.1903,1.68,0.0,0.0
83.0,11.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,47266.51735754229,14.8962,1.68,14.900000000000004,0.0
83.0,12.0,1.0,0.0,0.0,0.0,227.9,0.0,0.0,227.9,0.0,0.0,0.0,11129.986341142383,0.0,0.0,46338.272785199646,33.4245,1.67,63.63001,0.0
83.0,13.0,1.0,0.0,0.0,0.0,257.9747997,0.0,0.0,257.9747997,0.0,0.0,0.0,12598.744186046515,0.0,0.0,45288.64295576616,26.9361,1.08,29.9977325,0.0
83.0,14.0,1.0,0.0,0.0,0.0,257.9747997,0.0,0.0,257.9747997,0.0,0.0,0.0,12598.744186046515,0.0,0.0,44239.01312633267,23.6008,0.8325,36.298225,0.08999999999999998
83.0,15.0,1.0,0.0,0.0,0.0,257.9747997,0.0,0.0,257.9747997,0.0,0.0,0.0,12598.744186046515,0.0,0.0,43189.383296899185,24.4985,1.67,67.257225,0.08999999999999998
83.0,16.0,1.0,0.0,0.0,0.0,192.0,0.0,0.0,192.0,0.0,0.0,0.0,9376.744186046511,0.0,0.0,42406.0351419457,26.3601,1.68,0.0,0.0
83.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42397.626509968955,19.0102,1.67,0.0,0.08999999999999998
83.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42389.21787799221,18.5772,1.68,9.255,0.0
83.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42380.809246015466,18.1634,1.68,49.149999999999984,0.0
83.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42372.40061403872,19.4698,1.68,9.666052500000001,0.0
83.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42363.991982061976,24.802,1.055,4.925297499999999,0.42999999999999994
83.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42355.58335008523,19.4255,5.682499999999998,2.025,5.0
83.0,23.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,42973.18055151314,14.6639,0.1975,5.0,0.0
83.0,24.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,43590.77775294105,14.9665,0.79,4.03286,0.7699999999999999
84.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43582.36912096431,18.4664,0.7800000000000001,0.0,0.08999999999999998
84.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43573.96048898756,23.2203,0.6100000000000001,22.308027499999998,0.6
84.0,3.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,44191.55769041547,7.0927,0.7800000000000001,7.459999999999998,0.0
84.0,4.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,44809.154891843384,1.0119,3.0450000000000013,1.9249999999999998,0.0
84.0,5.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,45426.752093271294,0.4911,0.6150000000000001,0.005,0.0375
84.0,6.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,46044.3492946992,-5.015,0.7800000000000001,4.022545,0.08999999999999998
84.0,7.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,46661.94649612711,-7.1335,1.5349999999999995,5.1625000000000005,0.7699999999999999
84.0,8.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,47279.54369755501,-8.8464,1.7899999999999994,12.1339925,0.0
84.0,9.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,47897.14089898292,-11.1216,1.7899999999999994,6.9174999999999995,0.022500000000000003
84.0,10.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,48514.738100410825,-11.086,1.7899999999999994,22.1405,0.0
84.0,11.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,49132.33530183873,-0.408,1.7899999999999994,39.11208499999999,0.0
84.0,12.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,49749.93250326664,5.289,1.7899999999999994,78.68467499999998,0.0
84.0,13.0,1.0,0.0,0.0,282.00161166281777,0.0,282.00161166281777,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288905795,7574.651162791425,50367.52970469461,13.02,1.7899999999999994,45.69378,0.0
84.0,14.0,1.0,0.0,0.0,0.0,227.89999999999998,0.0,0.0,227.89999999999998,0.0,0.0,0.0,11129.986341142383,0.0,0.0,49439.285132351964,19.3951,1.7899999999999994,49.825984999999996,0.0
84.0,15.0,1.0,0.0,0.0,0.0,257.9747997,0.0,0.0,257.9747997,0.0,0.0,0.0,12598.744186046515,0.0,0.0,48389.65530291848,21.3669,1.7899999999999994,184.57491500000003,0.0
84.0,16.0,1.0,0.0,0.0,0.0,257.9747997,0.0,0.0,257.9747997,0.0,0.0,0.0,12598.744186046515,0.0,0.0,47340.025473484995,17.9807,1.7899999999999994,144.97109,0.0
84.0,17.0,1.0,0.0,0.0,0.0,257.9747997,0.0,0.0,257.9747997,0.0,0.0,0.0,12598.744186046515,0.0,0.0,46290.3956440515,27.3749,1.7800000000000002,132.7362,0.0
84.0,18.0,1.0,0.0,0.0,0.0,192.0,0.0,0.0,192.0,0.0,0.0,0.0,9376.744186046511,0.0,0.0,45507.04748909801,15.9545,1.7899999999999994,12.340000000000002,0.022500000000000003
84.0,19.0,1.0,0.0,0.0,0.0,257.9747997,0.0,0.0,257.9747997,0.0,0.0,0.0,12598.744186046515,0.0,0.0,44457.41765966452,24.013,1.7899999999999994,126.67193000000002,0.25999999999999995
84.0,20.0,1.0,0.0,0.0,0.0,257.9747997,0.0,0.0,257.9747997,0.0,0.0,0.0,12598.744186046515,0.0,0.0,43407.78783023103,23.8783,1.7899999999999994,27.3038475,0.0
84.0,21.0,1.0,0.0,0.0,0.0,247.95008126666625,0.0,0.0,247.95008126666625,0.0,0.0,0.0,12109.163945949502,0.0,0.0,42398.61928140752,33.868,6.009999999999999,9.948392499999999,5.0
84.0,22.0,1.0,0.0,0.0,0.0,128.00000000000153,0.0,0.0,128.00000000000153,0.0,0.0,0.0,6251.16279069775,0.0,0.0,41873.58430077961,33.2434,3.406907500000001,2.145,3.406907500000001
84.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41865.17566880286,29.9334,5.009999999999999,15.789215,5.0
84.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41856.76703682612,28.1612,0.7800000000000001,8.960000000000003,0.0
85.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41848.35840484937,27.2675,14.652499999999998,0.1925,0.08999999999999998
85.0,2.0,1.0,0.0,0.0,0.0,227.8999999999994,0.0,0.0,227.8999999999994,0.0,0.0,0.0,11129.986341142354,0.0,0.0,40920.11383250674,34.9773,27.25,30.1737375,0.0
85.0,3.0,1.0,0.0,0.0,0.0,227.89999999999998,0.0,0.0,227.89999999999998,0.0,0.0,0.0,11129.986341142381,0.0,0.0,39991.869260164094,51.072,16.650000000000002,3.57159,0.13500000000000004
85.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39983.46062818735,24.5955,10.989999999999997,4.93459,0.0
85.0,5.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,40601.05782961525,13.3868,4.601505,21.849804999999993,0.022500000000000003
85.0,6.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,41218.65503104316,3.9232,47.0,13.815932499999997,0.105
85.0,7.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,41836.25223247107,-6.0541,11.796192499999998,5.91,0.0375
85.0,8.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,42453.84943389898,-0.6222,26.037499999999998,28.5607275,16.294682499999997
85.0,9.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,43071.44663532689,-12.1335,10.069999999999999,9.22,0.0
85.0,10.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,43689.0438367548,1.0184,7.917500000000001,9.654987499999999,0.075
85.0,11.0,1.0,0.0,0.0,0.0,227.9,0.0,0.0,227.9,0.0,0.0,0.0,11129.986341142383,0.0,0.0,42760.799264412155,43.5422,8.89,14.718430000000003,0.125
85.0,12.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,43378.39646584006,11.8785,46.974334999999996,14.72,0.1875
85.0,13.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,43995.99366726797,16.8388,23.510699999999986,41.0881475,0.08999999999999998
85.0,14.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,44613.59086869587,15.9693,14.0,45.059994999999994,0.1875
85.0,15.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,45231.18807012378,12.7549,41.46922000000001,32.363952499999996,0.21000000000000005
85.0,16.0,1.0,0.0,0.0,227.84695360928504,0.0,227.84695360928504,0.0,0.0,0.0,0.0,0.0,0.0,76.4705134706938,6120.048741634484,45728.56988719162,17.8618,29.790970000000005,56.606959999999994,0.17
85.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45720.16125521487,21.5397,14.275829999999997,36.221129999999995,0.0
85.0,18.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,46337.75845664278,17.1649,7.540000000000002,47.549135,0.10750000000000003
85.0,19.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,46955.355658070686,17.8466,35.3125,32.59,0.25
85.0,20.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,47572.9528594986,14.551,5.2025274999999995,4.2025000000000015,0.08999999999999998
85.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47564.54422752185,18.2422,3.3623750000000023,6.662285000000001,1.8598749999999997
85.0,22.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,48182.14142894976,15.3305,9.713022500000001,54.707092499999995,6.130522500000001
85.0,23.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,48799.738630377666,17.3307,8.733555000000003,0.0,8.011055
85.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48791.32999840092,22.4462,28.47,22.830402500000005,0.0
86.0,1.0,1.0,0.0,0.0,0.0,192.0,0.0,0.0,192.0,0.0,0.0,0.0,9376.744186046511,0.0,0.0,48007.98184344743,28.855,14.369325000000003,8.890135,0.0
86.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47999.573211470684,24.9158,0.0,10.010000000000002,0.0
86.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47991.16457949394,27.7569,6.448387500000002,9.859765000000001,0.0
86.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47982.755947517195,22.1188,1.5249999999999997,10.0,1.5249999999999997
86.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47974.34731554045,28.5369,4.1674999999999995,7.150000000000001,0.04499999999999999
86.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47965.938683563705,19.2061,6.6821625000000004,0.0,6.6821625000000004
86.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47957.53005158696,21.4675,10.735000000000001,5.740000000000001,2.5007475000000006
86.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47949.121419610216,23.0064,24.594050000000006,1.4336825,23.286270000000002
86.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47940.71278763347,21.9271,8.002500000000001,0.0,6.547499999999999
86.0,10.0,1.0,0.0,0.0,0.0,192.0,0.0,0.0,192.0,0.0,0.0,0.0,9376.744186046511,0.0,0.0,47157.364632679986,32.509,9.78,0.0,4.6000000000000005
86.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47148.95600070324,24.5786,10.88651,0.0,0.0
86.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47140.5473687265,21.5731,4.8705075,30.578770000000006,0.0
86.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47132.13873674975,19.404,3.649999999999999,37.264705,0.0
86.0,14.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,47749.73593817766,6.2678,6.758480000000001,59.89854,0.0
86.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47741.32730620092,21.3105,13.875000000000002,15.6376225,0.0
86.0,16.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,48358.92450762883,10.1665,12.510400000000002,80.05763500000002,0.0
86.0,17.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,48976.52170905674,13.0356,11.851482500000001,37.56953,7.777562499999999
86.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48968.113077079994,17.9006,10.404107499999997,20.3232125,6.310812500000002
86.0,19.0,1.0,0.0,0.0,0.0,192.0,0.0,0.0,192.0,0.0,0.0,0.0,9376.744186046511,0.0,0.0,48184.76492212651,17.9925,42.5873975,18.33606,0.06999999999999999
86.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48176.356290149764,18.2397,22.01843,5.269999999999999,1.3175
86.0,21.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,48793.953491577675,16.9513,18.95564,0.8449999999999999,8.629982499999999
86.0,22.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,49411.55069300557,16.6398,20.568472500000006,1.2649999999999997,11.670160000000001
86.0,23.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,50029.14789443348,16.5075,8.605547499999998,1.5504524999999998,5.624812500000002
