day,hour,time,p_B_DT_ht,p_B_CT_ht,p_Gr_St_ht,p_G_ht,p_P_ht,p_GB_ht,p_G_Gr_ht,p_R_ht,p_R_Gr_ht,p_R_St_ht,q_G_jht,q_P_jht,q_P_TOT_jht,e_H_ht,LMP,Reg Up Price,Reg Dn Price,Spin Price
1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46223.99501959771,28.6724,6.08496,9.93952,0.08999999999999998
1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46215.58638762096,26.6938,6.28,9.93602,0.04499999999999999
1.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46207.17775564422,24.239,3.2074999999999996,0.0,0.14500000000000005
1.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46198.76912366747,33.0372,3.929395,10.0,2.5268949999999997
1.0,18.0,1.0,0.0,0.0,0.0,227.9,0.0,0.0,227.9,0.0,0.0,0.0,11129.986341142383,0.0,0.0,45270.52455132483,38.6367,7.045132500000001,7.479469999999999,0.0
1.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45262.115919348085,25.224,8.1119975,2.3999999999999995,3.2316025000000006
1.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45253.70728737134,21.4455,9.742465000000001,1.7925000000000002,2.10404
1.0,21.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,45871.304488799244,18.9115,6.09,2.33258,4.237385000000001
1.0,22.0,1.0,0.0,0.0,270.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7252.284133900846,46462.25971870327,19.7304,2.878645,2.105,1.7236450000000005
1.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46453.85108672653,20.8232,4.9824125000000015,1.8000000000000005,3.417872500000001
1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46445.442454749784,26.7,1.0902625,9.030000000000001,1.0902625
2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46437.03382277304,25.9683,1.3914375000000003,0.0,0.0
2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46428.625190796294,25.2977,2.0868625,1.7685899999999999,1.28
2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46420.21655881955,34.8648,1.245,5.533135000000001,0.11000000000000003
2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46411.807926842805,24.0271,2.388455,1.734,0.4725
2.0,5.0,1.0,0.0,0.0,278.0005694651007,0.0,278.0005694651007,0.0,0.0,0.0,0.0,0.0,0.0,214.8983660419576,7467.182499942804,47020.52339782463,19.4104,2.455,1.86,0.0
2.0,6.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,47638.12059925254,18.4619,3.7624999999999997,3.3680774999999996,0.0
2.0,7.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,48255.717800680446,18.8221,3.527115,1.4642875000000002,0.10500000000000002
2.0,8.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,48873.31500210835,14.981,2.7476350000000003,6.401754999999999,1.3715874999999997
2.0,9.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,49490.91220353626,17.8508,5.079999999999999,0.0,2.095
2.0,10.0,1.0,0.0,0.0,0.0,227.9,0.0,0.0,227.9,0.0,0.0,0.0,11129.986341142383,0.0,0.0,48562.66763119362,43.7237,4.2890875,0.0,0.0
2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48554.25899921687,25.7469,3.387305,2.8980275,0.0
2.0,12.0,1.0,0.0,0.0,270.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7252.284133900846,49145.214229120924,19.6624,1.625,0.0,0.0
2.0,13.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,49762.811430548834,18.399,1.2,2.8824475,0.0
2.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49754.40279857209,23.0558,1.095,0.0,0.0
2.0,15.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,50372.0,19.2135,4.697867500000001,0.735165,0.0
2.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50363.591368023255,25.7475,2.5190875,0.4124999999999999,0.0
2.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50355.18273604651,31.4123,5.9279975,1.1024999999999998,5.775519999999999
2.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50346.774104069766,24.3076,15.750634999999997,0.0,4.2576875
2.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50338.36547209302,31.2022,4.008475000000002,0.245,0.0
2.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50329.956840116276,34.6094,5.9352625,0.61,5.9352625
2.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50321.54820813953,26.7961,8.740884999999999,0.0,8.740884999999999
2.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50313.13957616279,26.9431,0.3675000000000001,0.0,0.0
2.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50304.73094418604,27.2901,2.7254124999999996,1.0537950000000003,2.5904125
2.0,24.0,1.0,0.0,0.0,0.0,227.89999999999998,0.0,0.0,227.89999999999998,0.0,0.0,0.0,11129.986341142381,0.0,0.0,49376.48637184341,79.4797,4.041594999999999,0.0,2.8323550000000015
3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49368.07773986667,24.7831,0.8125,0.0,0.8125
3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49359.669107889924,33.0921,0.09999999999999999,0.0,0.08999999999999998
3.0,3.0,1.0,0.0,0.0,0.0,227.89999999999995,0.0,0.0,227.89999999999995,0.0,0.0,0.0,11129.98634114238,0.0,0.0,48431.42453554729,108.6855,0.09999999999999999,0.0,0.08999999999999998
3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48423.015903570544,28.0724,0.09999999999999999,0.0,0.0
3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48414.6072715938,26.9151,2.5,0.0,0.0
3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48406.198639617054,25.0238,4.5341425,0.0,4.5341425
3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48397.79000764031,23.9768,0.09749999999999999,0.0,0.08999999999999998
3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48389.381375663565,24.3987,2.4416375,0.0,1.3691375
3.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48380.97274368682,29.3465,3.00287,0.0,2.99537
3.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48372.564111710075,23.9601,0.09999999999999999,0.0,0.0
3.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48364.15547973333,24.8004,0.075,0.0,0.0
3.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48355.746847756585,26.7017,0.075,4.2680750000000005,0.0
3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48347.33821577984,28.7585,0.58,0.0,0.5525
3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48338.929583803096,31.1142,0.075,0.0,0.0
3.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48330.52095182635,31.7058,1.47,0.0,0.39999999999999997
3.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48322.112319849606,33.5677,5.9282325,0.0,5.5757325
3.0,17.0,1.0,0.0,0.0,0.0,192.0,0.0,0.0,192.0,0.0,0.0,0.0,9376.744186046511,0.0,0.0,47538.76416489612,31.6966,41.61698,0.0,41.35448
3.0,18.0,1.0,0.0,0.0,0.0,192.0,0.0,0.0,192.0,0.0,0.0,0.0,9376.744186046511,0.0,0.0,46755.41600994264,29.4116,108.9490675,1.76,105.15809999999999
3.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46747.00737796589,26.0586,16.9946275,0.4200000000000001,16.9946275
3.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46738.59874598915,26.1303,13.2194875,0.1125,13.2194875
3.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46730.1901140124,28.2617,14.089372499999998,0.0,12.8143725
3.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46721.78148203566,27.4802,19.210130000000003,0.0,19.207630000000005
3.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46713.37285005891,26.8098,7.354242499999998,0.0,7.351742499999999
3.0,24.0,1.0,0.0,0.0,0.0,227.9,0.0,0.0,227.9,0.0,0.0,0.0,11129.986341142383,0.0,0.0,45785.12827771627,51.4097,3.7624999999999997,0.0,3.76
4.0,1.0,1.0,0.0,0.0,0.0,257.9747997,0.0,0.0,257.9747997,0.0,0.0,0.0,12598.744186046515,0.0,0.0,44735.49844828278,35.7113,9.783500000000002,70.974115,9.7585
4.0,2.0,1.0,0.0,0.0,0.0,192.0,0.0,0.0,192.0,0.0,0.0,0.0,9376.744186046511,0.0,0.0,43952.15029332931,36.9544,0.0,1.24,0.0
4.0,3.0,1.0,0.0,0.0,0.0,227.9,0.0,0.0,227.9,0.0,0.0,0.0,11129.986341142383,0.0,0.0,43023.905720986666,42.2219,2.5582849999999997,0.62,2.5082849999999994
4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43015.49708900992,25.3678,0.13499999999999995,0.5551775,0.08999999999999998
4.0,5.0,1.0,0.0,0.0,0.0,227.9,0.0,0.0,227.9,0.0,0.0,0.0,11129.986341142383,0.0,0.0,42087.25251666728,31.5252,0.135,69.68785000000001,0.08999999999999998
4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42078.843884690534,23.7803,9.017330000000003,6.492054999999997,8.95733
4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42070.43525271379,22.7698,0.08999999999999998,8.7718325,0.08999999999999998
4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42062.026620737044,21.8587,0.2374999999999999,0.0,0.08999999999999998
4.0,9.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,42679.62382216496,18.4416,10.0,0.0,10.0
4.0,10.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,43297.221023592865,19.9386,3.79126,1.7181049999999998,2.4837599999999997
4.0,11.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,43914.818225020776,19.5986,0.0,0.38000000000000006,0.0
4.0,12.0,1.0,0.0,0.0,0.0,227.89999999999995,0.0,0.0,227.89999999999995,0.0,0.0,0.0,11129.98634114238,0.0,0.0,42986.57365267813,94.9009,1.0515799999999997,1.3925,0.0
4.0,13.0,1.0,0.0,0.0,0.0,227.89999999999998,0.0,0.0,227.89999999999998,0.0,0.0,0.0,11129.986341142383,0.0,0.0,42058.32908033549,36.6253,4.0637575,21.7109075,0.0
4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42049.920448358745,28.6849,8.997499999999999,31.346869999999992,0.0
4.0,15.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,42667.517649786656,21.2886,11.957500000000001,51.150870000000005,0.875
4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42659.10901780991,23.9451,8.585,17.043265,6.1475
4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42650.70038583317,25.8981,18.565787500000003,0.0,18.1407875
4.0,18.0,1.0,0.0,0.0,0.0,192.0,0.0,0.0,192.0,0.0,0.0,0.0,9376.744186046511,0.0,0.0,41867.352230879675,23.8612,80.10034249999998,0.3825,80.10034249999998
4.0,19.0,1.0,0.0,0.0,0.0,192.0,0.0,0.0,192.0,0.0,0.0,0.0,9376.744186046511,0.0,0.0,41084.00407592619,23.9093,48.224685,0.765,48.224685
4.0,20.0,1.0,0.0,0.0,0.0,192.0,0.0,0.0,192.0,0.0,0.0,0.0,9376.744186046511,0.0,0.0,40300.6559209727,32.1437,41.21748749999999,0.0,41.21748749999999
4.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40292.24728899595,27.6144,26.9863725,0.0,26.9863725
4.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40283.83865701921,25.0753,20.169172500000002,0.0,20.169172500000002
4.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40275.430025042464,25.8806,21.3429,0.0,21.3429
4.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40267.02139306572,25.1009,5.445317500000001,3.8880525,3.3753175000000013
5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40258.612761088974,23.7731,1.7300000000000002,0.0,1.7300000000000002
5.0,2.0,1.0,0.0,0.0,281.7402729430155,0.0,281.7402729430155,0.0,0.0,0.0,0.0,0.0,0.0,315.34743657896144,7567.631570479807,40875.629829433485,21.5313,0.4175,0.0,0.395
5.0,3.0,1.0,0.0,0.0,0.0,227.9,0.0,0.0,227.9,0.0,0.0,0.0,11129.986341142383,0.0,0.0,39947.38525709085,55.9175,1.25,1.59,1.25
5.0,4.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,40564.98245851876,20.7181,1.8599999999999997,0.0,1.8599999999999997
5.0,5.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,41182.579659946656,19.3083,1.8428724999999997,4.1025,1.8353724999999999
5.0,6.0,1.0,0.0,0.0,180.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1741977935523398e-13,4834.869075818089,41573.74800916185,21.2941,1.9102050000000002,21.14536,1.880205
5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41565.339377185104,22.3454,5.994999999999998,2.4298625,0.08999999999999998
5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41556.93074520836,23.5743,4.836945,0.075,2.236945
5.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41548.522113231615,21.3923,4.888140000000001,0.0,0.13500000000000004
5.0,10.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,42166.11931465952,20.5627,6.3999999999999995,1.7749999999999997,3.6374999999999997
5.0,11.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,42783.71651608743,20.5393,3.503574999999999,1.78,0.9375
5.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42775.30788411068,22.6695,2.7925,0.64,0.08999999999999998
5.0,13.0,1.0,0.0,0.0,282.0016116627909,0.0,282.0016116627909,0.0,0.0,0.0,0.0,0.0,0.0,322.3670288898561,7574.651162790702,43392.905085538594,18.4592,12.207500000000003,28.8206125,1.0625
5.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43384.49645356185,26.4448,4.1951975,2.486555,1.25
5.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43376.087821585104,24.2306,13.1821475,8.799999999999999,11.4970425
5.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43367.67918960836,33.0311,10.0,21.185744999999997,9.605
5.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43359.270557631615,34.8009,2.57,0.0,2.57
5.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43350.86192565487,35.0929,2.78131,0.0,0.08999999999999998
5.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43342.453293678125,36.2967,0.5175,1.3175000000000001,0.09749999999999999
5.0,20.0,1.0,0.0,0.0,0.0,192.0,0.0,0.0,192.0,0.0,0.0,0.0,9376.744186046511,0.0,0.0,42559.10513872464,37.8546,8.4969075,0.8546174999999999,8.4969075
5.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42550.696506747896,32.6622,10.28748,0.3125,10.28748
5.0,22.0,1.0,0.0,0.0,0.0,192.0,0.0,0.0,192.0,0.0,0.0,0.0,9376.744186046511,0.0,0.0,41767.34835179441,35.5765,12.3864175,0.6375,12.3864175
5.0,23.0,1.0,0.0,0.0,0.0,192.0,0.0,0.0,192.0,0.0,0.0,0.0,9376.744186046511,0.0,0.0,40984.00019684092,30.1754,27.094602500000008,2.6688274999999995,26.8396025
5.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40975.591564864175,27.5079,9.126755000000001,0.0,8.231755000000001
6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40967.18293288743,27.2841,2.9225,0.0,1.8675000000000004
6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40958.774300910685,27.5215,1.9026925000000008,0.7425,0.08999999999999998
6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40950.36566893394,27.4781,0.5710550000000001,1.7809324999999998,0.11000000000000003
6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40941.957036957196,27.9438,0.62,0.0,0.11000000000000003
6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40933.54840498045,30.0858,11.946642499999998,28.5,1.8479400000000001
6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40925.139773003706,23.2606,4.773247500000001,25.242499999999996,2.5388425
6.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40916.73114102696,23.4558,6.426402499999999,0.72721,3.536402500000001
6.0,8.0,1.0,0.0,0.0,0.0,227.89999999999998,0.0,0.0,227.89999999999998,0.0,0.0,0.0,11129.986341142383,0.0,0.0,39988.48656868432,24.7523,17.1658625,142.74773749999997,2.94188
6.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39980.077936707574,24.1978,10.54591,52.133332499999995,3.8519425
6.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39971.66930473083,21.652,6.82,0.0,0.5900000000000001
6.0,11.0,1.0,0.0,0.0,270.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7252.284133900846,40562.624534634866,20.7176,10.052500000000002,0.0,0.11000000000000003
6.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40554.21590265812,22.5856,3.17,0.0,0.23
6.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40545.80727068138,26.984,8.9200525,28.719372500000006,0.73
6.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40537.39863870463,26.7279,11.150000000000004,30.161920000000006,0.8125
6.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40528.99000672789,21.8376,0.08999999999999998,36.150110000000005,0.08999999999999998
6.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40520.58137475114,24.5073,12.273870000000002,34.800000000000004,3.7837975
6.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40512.1727427744,27.8544,8.739999999999998,3.7200800000000007,0.11000000000000003
